,credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,geography_Germany,geography_Spain,gender_Male
2007,705,43,10.0,146547.78,1,0,1,10072.55,1,0,0
1028,828,34,9.0,0.0,2,1,1,81853.98,0,1,1
1982,667,28,6.0,165798.1,1,1,0,147090.9,0,0,1
893,703,51,3.0,0.0,3,1,1,77294.56,0,0,0
3338,688,24,3.0,0.0,2,1,1,102195.16,0,1,0
4414,712,27,8.0,113174.21,2,1,0,147261.58,1,0,1
2309,599,46,9.0,123444.72,1,1,1,31368.08,1,0,1
9987,606,30,8.0,180307.73,2,1,1,1914.41,0,1,1
9766,800,39,4.0,95252.72,1,1,0,13906.34,1,0,1
8171,496,44,0.0,179356.28,2,1,0,2919.21,0,1,0
2826,693,43,4.0,152341.55,1,1,0,9241.78,0,0,0
4884,678,49,2.0,116933.11,1,1,0,195053.58,1,0,1
8242,478,50,2.0,0.0,1,0,1,93332.64,0,0,0
5697,567,39,5.0,0.0,2,0,0,168521.72,0,0,1
6408,729,44,4.0,107726.93,2,1,0,153064.87,0,1,1
9424,689,40,1.0,0.0,2,1,1,119446.64,0,0,0
1428,550,57,5.0,0.0,1,1,1,133501.94,0,0,1
6384,529,31,7.0,0.0,2,1,1,175697.87,0,0,0
1137,583,42,4.0,0.0,2,1,0,17439.66,0,0,0
6948,750,33,3.0,161801.47,1,0,1,153288.97,0,1,0
6260,666,32,10.0,112536.57,2,1,1,34350.54,0,0,0
9762,708,21,8.0,133974.36,2,1,0,50294.09,1,0,1
3749,427,33,8.0,0.0,1,1,1,13858.95,0,0,1
3827,794,57,3.0,117056.46,1,1,0,93336.93,1,0,1
8922,550,35,9.0,129847.75,2,1,0,197325.4,1,0,1
5729,488,43,10.0,112751.13,1,1,1,28332.0,0,0,1
9376,567,47,2.0,0.0,1,0,0,110900.43,0,0,0
3304,601,35,8.0,71553.83,1,1,0,177384.45,1,0,1
7112,670,35,2.0,79585.96,1,0,1,198802.9,1,0,0
8667,557,46,4.0,96173.17,2,1,1,116378.31,0,0,0
3284,814,48,9.0,136596.85,1,1,1,185791.9,0,0,1
1998,603,43,5.0,127823.93,1,1,1,19483.35,0,0,1
6756,473,39,9.0,117103.26,2,1,1,85937.52,0,0,0
1254,628,46,1.0,46870.43,4,1,0,31272.14,0,0,0
5106,600,32,1.0,78535.25,1,1,0,64349.6,0,0,0
5971,805,37,5.0,0.0,2,1,0,21928.81,0,1,1
1606,566,40,2.0,97001.36,2,1,0,154486.01,1,0,0
6019,726,35,9.0,0.0,2,0,1,100556.98,0,1,0
4579,534,52,1.0,0.0,3,1,1,104035.41,0,0,1
1836,767,31,6.0,0.0,2,1,1,195668.0,0,1,1
1656,581,31,6.0,116891.72,1,1,0,107137.3,1,0,1
9290,850,33,8.0,73059.38,1,1,1,186281.0,0,0,1
8967,835,25,7.0,0.0,2,1,1,83449.65,0,0,1
7370,655,37,4.0,0.0,2,1,1,142415.97,0,0,1
4296,775,40,9.0,126212.64,1,1,0,70196.57,0,0,1
5206,493,38,3.0,134006.77,1,1,0,89578.32,0,0,1
3321,682,30,9.0,0.0,2,1,1,2053.42,0,0,1
928,520,61,8.0,133802.29,2,1,1,90304.01,1,0,1
7334,616,18,6.0,0.0,2,1,1,27308.58,0,0,1
1804,552,33,5.0,140931.57,1,0,1,10921.5,0,0,1
8910,657,48,5.0,143595.87,1,0,0,101314.65,1,0,0
1070,686,47,5.0,170935.94,1,1,0,173179.79,1,0,0
2922,685,34,6.0,83264.28,1,0,0,9663.28,0,1,1
2627,571,25,6.0,82506.72,2,1,0,167705.07,1,0,1
139,579,35,1.0,129490.36,2,0,1,8590.83,0,1,0
2132,609,43,6.0,86053.52,2,1,1,113276.46,0,1,0
6090,545,26,7.0,0.0,2,0,1,156598.23,0,0,1
5977,704,40,6.0,95452.89,1,0,1,179964.55,0,0,0
2820,622,31,5.0,89688.94,1,1,1,152305.47,0,0,0
7765,683,49,7.0,108797.63,2,0,0,140763.18,1,0,0
5014,758,35,5.0,0.0,2,0,0,100365.51,0,1,0
7454,732,46,0.0,0.0,2,1,1,184350.78,0,0,1
332,663,44,2.0,117028.6,2,0,1,144680.18,1,0,1
4768,599,31,3.0,0.0,1,1,1,130086.47,0,1,0
3878,526,32,6.0,131938.92,2,1,1,1795.93,1,0,0
7615,590,37,6.0,169902.92,1,1,1,128256.18,0,1,1
8111,560,31,3.0,115141.18,1,1,0,39806.75,0,0,0
9870,607,40,1.0,112544.45,1,1,1,19842.22,0,1,1
855,523,32,4.0,0.0,2,1,0,167848.02,0,1,1
1981,476,69,1.0,105303.73,1,0,1,134260.34,0,1,0
4263,746,24,10.0,68781.82,1,0,1,47997.39,0,1,1
7060,712,32,1.0,0.0,2,1,0,1703.58,0,0,0
5113,754,47,1.0,185513.67,1,1,0,27438.83,0,0,0
9836,587,39,10.0,0.0,2,1,1,170409.45,0,0,1
1637,538,31,0.0,0.0,2,0,0,179453.66,0,1,0
29,411,29,0.0,59697.17,2,1,1,53483.21,0,0,1
3187,516,45,8.0,109044.3,1,0,1,115818.16,0,1,0
9976,637,33,7.0,103377.81,1,1,0,84419.78,0,0,0
6233,850,34,2.0,72079.71,1,1,1,115767.93,0,0,1
1666,611,46,5.0,0.0,1,1,0,77677.14,0,0,0
2722,544,32,9.0,110728.39,1,1,1,14559.62,0,0,0
3245,514,45,3.0,109032.23,1,0,1,155407.21,1,0,0
1454,521,34,7.0,70731.07,1,1,1,20243.97,0,1,0
1806,691,38,7.0,0.0,2,0,0,81617.4,0,0,1
4696,631,41,0.0,0.0,1,0,0,87959.83,0,1,0
4661,780,43,0.0,0.0,1,0,1,15705.27,0,0,0
2005,785,32,3.0,124493.03,2,0,1,52583.79,1,0,0
9732,724,39,3.0,0.0,2,0,1,95562.81,0,1,1
6885,698,27,1.0,94920.71,1,1,1,40339.9,0,0,0
8622,706,36,5.0,58571.18,2,1,0,40774.01,1,0,1
4846,752,36,7.0,0.0,2,1,0,184866.86,0,0,0
2918,578,38,4.0,113150.44,2,1,0,176712.59,1,0,0
5062,849,41,10.0,84622.13,1,1,1,198072.16,1,0,1
9010,645,59,8.0,121669.93,2,0,0,91.75,1,0,0
2539,584,46,6.0,87361.02,2,1,0,120376.87,1,0,0
8986,760,43,6.0,175735.5,1,1,1,157337.29,0,1,1
8709,529,39,5.0,102025.08,2,1,0,12351.01,0,0,1
710,540,48,0.0,148116.48,1,0,0,116973.48,0,0,1
8674,529,67,8.0,103101.56,2,1,1,154002.02,0,0,1
7583,682,26,8.0,0.0,2,1,0,178373.43,0,0,1
2533,606,61,5.0,108166.09,2,0,1,8643.21,0,0,1
8488,592,70,5.0,71816.74,2,1,0,105096.82,1,0,0
9227,776,31,5.0,0.0,2,1,0,92647.94,0,0,0
6836,715,42,6.0,0.0,2,1,1,128745.69,0,1,1
5461,531,31,2.0,118899.45,2,0,0,41409.36,0,1,1
7446,718,35,3.0,97560.16,1,1,1,53511.74,0,0,1
5418,562,35,3.0,142296.13,1,0,1,177112.7,1,0,1
2356,625,37,4.0,142711.81,1,1,0,35625.41,1,0,0
9805,644,33,7.0,174571.36,1,0,1,43943.09,0,0,1
9086,647,29,2.0,0.0,2,1,0,179032.68,0,1,0
3346,714,63,4.0,138082.16,1,0,1,166677.54,0,0,1
8610,730,23,8.0,0.0,2,1,0,183284.53,0,0,1
8864,832,29,5.0,0.0,2,1,0,178779.52,0,0,0
3808,701,41,0.0,150844.94,1,0,1,127623.36,1,0,1
4326,714,27,3.0,0.0,3,1,1,129130.09,0,1,1
6114,627,44,5.0,0.0,2,1,0,82969.61,0,0,0
6772,539,39,6.0,0.0,2,1,1,86767.48,0,0,1
1380,625,26,3.0,130483.95,1,1,0,122810.53,1,0,1
8588,712,29,7.0,77919.78,1,1,0,122547.58,0,1,0
1169,653,38,5.0,102133.38,1,1,1,166520.96,0,0,0
4866,522,37,3.0,95022.57,1,1,1,129107.59,1,0,0
898,523,40,2.0,102967.41,1,1,0,128702.1,0,0,0
5390,735,38,1.0,0.0,3,0,0,92220.12,0,0,0
4444,489,31,7.0,139395.08,1,0,1,6120.84,0,0,0
3675,727,32,5.0,59271.82,1,1,1,46019.43,0,0,1
7807,608,34,3.0,106288.54,1,1,1,36639.25,1,0,1
2801,498,29,8.0,127864.26,1,1,1,46677.9,0,1,1
7603,608,28,4.0,0.0,2,1,0,10899.63,0,1,0
2538,723,38,6.0,0.0,2,1,1,94415.6,0,1,1
9927,814,31,6.0,87772.52,1,1,0,188516.45,0,0,0
5368,538,62,3.0,75051.49,1,0,0,17682.02,0,0,0
5398,831,44,3.0,111100.98,1,1,1,28144.07,1,0,1
9027,802,37,9.0,115569.21,1,0,1,119782.89,1,0,1
4678,580,61,8.0,125921.37,1,1,1,94677.83,0,1,1
6593,655,30,1.0,83173.98,2,1,1,184259.6,1,0,0
4403,602,43,2.0,113641.49,4,1,0,115116.35,1,0,0
7154,605,33,9.0,128152.82,1,0,0,147822.81,0,0,1
2552,599,46,7.0,81742.84,2,1,0,83282.21,0,1,0
1191,639,27,3.0,150795.81,1,0,1,85208.93,1,0,1
8642,499,44,6.0,77627.33,2,1,0,108222.68,1,0,0
1107,420,34,1.0,135549.9,1,0,0,149471.13,1,0,0
4036,551,42,5.0,139561.46,1,1,0,43435.43,0,0,1
5601,704,44,9.0,153656.85,1,1,0,158742.81,0,1,0
3468,820,49,1.0,0.0,2,1,1,119087.25,0,0,0
6193,689,28,2.0,64808.32,2,0,0,78591.15,1,0,0
7537,655,38,6.0,0.0,1,1,1,188639.28,0,0,0
5595,608,33,4.0,0.0,1,0,1,130474.03,0,0,1
6121,679,48,8.0,0.0,2,1,0,23344.94,0,0,1
8407,726,28,5.0,0.0,1,0,0,98060.51,0,0,1
4208,447,44,5.0,89188.83,1,1,1,75408.24,0,0,0
4226,651,36,8.0,0.0,2,1,0,91652.43,0,1,0
5358,658,39,7.0,0.0,2,1,0,48378.4,0,0,1
9423,578,28,8.0,161592.76,1,1,0,177834.79,0,1,0
4098,637,32,5.0,0.0,1,0,0,148769.08,0,0,1
3340,729,29,5.0,109676.52,1,1,1,25548.47,1,0,1
4645,522,34,3.0,0.0,2,1,1,3894.34,0,0,0
2424,573,31,2.0,0.0,2,1,1,91957.39,0,0,1
4947,753,62,6.0,0.0,2,1,1,136398.9,0,0,0
8340,553,25,7.0,128524.19,2,1,0,20682.46,1,0,0
6930,751,30,3.0,165257.2,1,0,0,134822.05,0,0,1
3355,660,24,5.0,85089.3,1,1,1,71638.0,1,0,1
129,770,24,9.0,101827.07,1,1,0,167256.35,0,0,1
4019,620,31,2.0,166833.86,2,1,1,135171.6,0,1,1
2045,668,31,5.0,0.0,2,0,0,41291.73,0,0,0
8292,783,41,5.0,106640.5,1,1,0,176945.96,1,0,0
9680,590,36,1.0,0.0,2,1,0,48876.84,0,0,1
9619,684,35,5.0,99967.76,1,1,1,176882.08,1,0,1
7609,681,46,0.0,105969.42,1,1,0,5771.56,0,0,1
1906,786,29,4.0,0.0,2,1,0,103372.79,0,0,0
7853,730,47,7.0,0.0,1,1,0,33373.26,0,0,0
6513,513,41,5.0,107135.04,2,1,1,160546.58,0,1,0
504,543,41,4.0,0.0,1,0,0,194902.16,0,1,0
3718,568,30,8.0,73054.37,2,1,1,27012.0,0,0,1
4110,558,40,6.0,0.0,2,1,0,173844.89,0,0,1
3483,499,39,6.0,0.0,2,1,1,81409.0,0,1,1
9814,631,36,1.0,0.0,2,0,0,133141.34,0,0,1
2798,579,28,6.0,150329.15,1,1,0,145558.42,1,0,1
1097,543,36,6.0,0.0,2,1,0,176728.28,0,0,1
4160,627,37,7.0,147361.57,1,1,1,133031.96,1,0,0
1200,772,30,6.0,99785.28,2,0,0,197238.03,1,0,1
5422,607,31,1.0,102523.88,1,1,1,166792.71,0,0,0
1827,425,22,7.0,169649.73,2,0,1,136365.0,0,1,0
6557,504,40,5.0,0.0,2,0,0,146703.36,0,1,1
2078,640,63,2.0,68432.45,2,1,1,112503.24,0,0,1
6020,609,35,5.0,147900.43,1,1,0,140000.29,0,0,0
3434,692,66,4.0,159732.02,1,1,1,118188.15,0,0,1
7355,529,35,5.0,0.0,2,1,0,56518.0,0,1,0
8955,518,50,4.0,0.0,1,0,0,107112.25,0,1,1
5809,850,32,4.0,0.0,1,1,1,180622.02,0,0,1
9953,550,47,2.0,0.0,2,1,1,97057.28,0,0,1
6294,696,42,7.0,162318.61,1,1,0,121061.89,1,0,1
3900,809,36,9.0,68881.59,2,0,1,109135.11,0,0,1
1126,663,33,8.0,122528.18,1,1,0,196260.3,0,1,0
7719,666,71,1.0,53013.29,2,1,1,112222.64,1,0,1
5119,700,37,3.0,77608.46,2,1,1,175373.46,0,0,1
6708,754,34,7.0,0.0,2,1,1,65219.85,0,0,1
3302,593,35,4.0,161637.75,1,1,1,20008.46,0,1,1
2507,653,33,1.0,0.0,2,0,0,53379.52,0,0,1
9291,636,36,5.0,117559.05,2,1,1,111573.3,0,0,1
3744,647,37,3.0,116509.99,1,1,1,149517.71,1,0,1
4760,850,40,1.0,76914.21,1,1,0,174183.44,0,0,1
7027,464,37,4.0,155994.15,1,0,0,143665.44,1,0,1
5860,453,37,4.0,131834.76,2,1,0,8949.2,0,0,0
41,465,51,8.0,122522.32,1,0,0,181297.65,0,0,0
6933,708,46,7.0,68799.72,1,1,1,39704.14,0,1,1
3714,823,34,3.0,105057.33,1,1,0,9217.92,0,0,1
1209,850,32,7.0,0.0,2,0,0,155227.0,0,0,0
5450,803,33,6.0,0.0,2,1,0,115676.61,0,0,1
9118,710,23,6.0,0.0,2,1,1,134188.11,0,1,1
4126,675,32,10.0,0.0,2,1,0,191545.65,0,1,1
653,459,48,4.0,133994.52,1,1,1,19287.06,1,0,1
2295,699,40,7.0,0.0,1,0,1,152876.13,0,0,1
7754,563,42,6.0,99056.22,2,1,0,154347.95,0,1,0
805,790,46,9.0,0.0,1,0,0,14679.81,0,1,0
5264,547,44,5.0,0.0,3,0,0,5459.07,0,1,0
4088,755,40,2.0,137430.82,2,0,0,176768.59,1,0,1
8693,621,50,5.0,0.0,2,1,0,191756.54,0,0,0
4851,530,48,0.0,0.0,1,1,0,85081.09,0,0,0
9311,585,50,2.0,125845.66,1,1,0,9439.31,1,0,1
2758,624,36,6.0,0.0,2,0,0,84635.64,0,0,1
4187,656,32,5.0,136963.12,1,1,0,133814.28,0,1,1
9840,576,26,8.0,0.0,2,0,1,34101.06,0,1,1
2869,524,22,9.0,0.0,2,1,0,74405.34,0,0,1
7095,753,38,1.0,117314.92,1,1,0,122021.33,1,0,0
7662,809,50,10.0,118098.62,1,1,1,100720.02,1,0,1
2138,718,45,5.0,105266.32,2,1,1,193724.51,0,1,1
3528,692,28,5.0,61581.97,1,1,1,70179.91,0,0,1
497,806,40,5.0,80613.93,1,1,1,142838.64,0,0,1
7175,684,38,5.0,133189.4,1,0,0,127388.06,0,0,0
8746,660,34,8.0,106486.66,2,0,1,182262.66,0,0,1
3372,652,37,4.0,92208.54,1,0,1,197699.8,0,0,0
3323,487,31,1.0,0.0,2,1,0,158750.13,0,1,0
3293,751,39,3.0,0.0,2,1,1,84175.34,0,0,0
8926,620,28,8.0,0.0,2,1,1,199909.32,0,0,1
669,640,42,5.0,176099.13,1,1,1,8404.73,0,0,0
8653,641,57,5.0,0.0,2,1,1,122449.18,0,0,1
6191,592,27,3.0,0.0,2,1,1,19645.65,0,0,1
5053,636,28,2.0,115265.14,1,0,0,191627.85,1,0,0
867,636,48,5.0,170833.46,1,1,0,110510.28,0,0,0
464,818,26,4.0,0.0,2,1,1,167036.94,0,1,1
402,751,52,8.0,0.0,2,0,1,179291.85,0,1,1
5642,782,41,4.0,0.0,1,1,0,132943.88,0,1,0
977,520,38,4.0,0.0,2,1,0,56388.63,0,0,0
4813,517,39,3.0,0.0,2,0,1,12465.51,0,1,1
1160,513,35,8.0,0.0,1,1,0,76640.29,0,0,1
2006,687,39,7.0,0.0,2,1,0,26848.25,0,0,1
9944,744,41,5.0,190409.34,2,1,1,138361.48,1,0,1
9180,637,44,2.0,0.0,2,1,0,149665.65,0,0,0
8106,590,51,5.0,84474.62,2,1,1,190937.09,0,1,0
2253,684,41,7.0,0.0,1,1,1,138394.37,0,1,0
157,586,28,2.0,0.0,2,1,1,92067.35,0,1,0
7947,639,35,5.0,136526.26,2,1,0,59653.03,0,1,0
2950,734,37,0.0,152760.24,1,1,1,48990.5,0,1,0
8857,624,36,6.0,0.0,2,0,0,84749.96,0,0,1
7385,660,38,4.0,0.0,2,0,0,88080.43,0,0,1
5002,590,43,7.0,81076.8,2,1,1,182627.25,0,0,1
6079,609,31,9.0,103837.75,1,1,1,150218.11,1,0,1
8547,689,47,2.0,118812.5,2,0,0,31121.42,1,0,1
9013,591,34,3.0,96127.27,1,0,0,30972.06,0,0,0
6441,514,45,1.0,178827.79,1,1,0,60375.18,0,0,1
4735,725,43,2.0,165896.0,2,1,0,130795.52,0,0,1
4433,674,26,6.0,166257.96,1,1,1,149369.41,0,0,1
5514,641,65,5.0,38340.02,1,1,0,32607.77,0,0,1
7711,612,46,9.0,161450.03,1,1,1,96961.0,1,0,1
1596,769,27,7.0,188614.07,1,1,0,171344.09,1,0,1
3626,789,37,6.0,110689.07,1,1,1,71121.04,1,0,0
2740,650,34,4.0,142393.11,1,1,1,11276.48,1,0,1
847,468,42,5.0,0.0,2,1,0,125305.34,0,0,0
6574,785,38,9.0,107199.75,1,0,0,146398.51,1,0,0
6821,802,39,7.0,120145.96,2,0,1,59497.01,0,0,0
8174,564,31,0.0,125175.58,1,1,1,72757.33,0,1,1
9401,705,46,4.0,115518.07,1,0,0,76544.9,1,0,0
924,785,34,5.0,70302.48,1,1,1,68600.36,0,0,0
9497,684,25,1.0,0.0,2,0,1,144978.47,0,0,0
5667,672,34,8.0,0.0,2,1,1,16245.25,0,0,0
1281,790,46,5.0,182364.53,1,0,0,139266.48,0,1,1
3952,594,34,7.0,141525.55,1,0,0,9443.15,0,0,0
7744,739,36,0.0,0.0,2,0,0,133465.57,0,0,0
2440,701,59,7.0,0.0,2,0,1,27597.59,0,1,1
1329,743,40,6.0,0.0,1,1,0,28280.8,0,0,0
7330,418,34,8.0,155973.88,1,1,0,154208.96,0,0,1
2970,815,45,7.0,0.0,1,0,1,52885.23,0,0,1
5761,710,31,3.0,0.0,2,1,1,112289.06,0,0,0
8304,675,69,1.0,0.0,2,1,0,157097.09,0,0,1
1397,487,46,4.0,135070.58,2,1,1,44244.49,1,0,0
7768,601,20,9.0,122446.61,2,1,0,86791.9,0,1,0
3093,627,41,5.0,100880.76,1,0,1,134665.25,0,1,1
1687,850,37,4.0,137204.77,1,1,1,28865.59,0,1,1
6587,707,33,2.0,58036.33,1,1,1,83335.78,0,0,0
3215,726,32,8.0,0.0,2,0,0,185075.63,0,0,0
4049,618,33,4.0,0.0,2,1,1,77550.18,0,1,1
1860,639,28,8.0,97840.72,1,1,1,178222.77,0,1,0
1252,693,68,4.0,97705.99,1,1,1,61569.07,0,0,1
6308,565,52,5.0,97720.35,2,1,0,175070.94,1,0,1
2394,543,43,9.0,0.0,2,1,1,78858.07,0,0,1
118,524,31,8.0,107818.63,1,1,0,199725.39,1,0,0
2254,679,36,5.0,147733.64,1,0,1,172501.38,0,0,1
706,626,35,4.0,88109.81,1,1,1,32825.5,1,0,1
9815,604,34,7.0,0.0,2,1,1,188078.55,0,0,1
2617,692,45,6.0,152296.83,4,0,1,108040.86,1,0,1
2112,472,28,4.0,0.0,2,1,0,1801.77,0,1,0
275,706,37,5.0,0.0,2,1,1,110899.3,0,1,0
3352,591,40,2.0,99886.42,2,1,1,88695.19,0,0,1
4528,714,31,6.0,152926.6,1,1,1,50899.91,0,1,0
6202,690,49,8.0,116622.73,1,0,1,51011.29,0,1,1
7272,653,74,0.0,121276.32,1,1,1,160348.31,0,0,0
956,807,43,0.0,0.0,2,0,1,85523.24,0,1,0
293,750,34,9.0,112822.26,1,0,0,150401.53,0,1,0
3793,727,58,5.0,106913.43,1,1,0,25881.0,1,0,1
8022,616,31,3.0,136789.14,1,1,0,59346.4,0,0,0
2485,753,38,5.0,142263.45,1,0,1,33730.43,0,0,0
6065,691,37,7.0,123067.63,1,1,1,98162.44,1,0,0
9272,739,42,2.0,141642.92,2,1,0,172149.76,0,0,1
7842,734,43,7.0,107805.67,1,0,0,182505.68,0,0,1
7812,532,24,8.0,142755.25,1,0,0,34231.48,1,0,1
2835,653,35,6.0,116662.96,2,1,1,23864.21,0,1,1
995,610,29,9.0,0.0,3,0,1,83912.24,0,1,1
582,586,57,3.0,0.0,2,0,1,6057.81,0,1,0
1349,575,43,3.0,0.0,1,1,0,83594.51,0,1,1
4449,666,36,3.0,0.0,2,1,0,35156.54,0,0,1
6773,625,43,4.0,122351.29,1,1,0,71216.6,0,0,1
3238,675,54,6.0,0.0,1,1,0,110273.84,0,0,1
5659,546,52,2.0,0.0,1,1,0,137332.37,0,0,0
4704,588,35,0.0,0.0,2,1,1,155485.24,0,0,0
957,771,67,8.0,0.0,2,1,1,51219.8,0,1,0
4915,710,45,1.0,0.0,2,1,1,36154.66,0,0,1
3820,576,39,9.0,84719.98,1,0,0,191063.36,0,0,1
5801,584,50,1.0,0.0,1,0,1,152567.75,0,1,0
828,630,31,5.0,112373.49,2,1,1,131167.98,1,0,0
5227,701,23,3.0,0.0,2,1,0,38960.59,0,0,1
7830,595,33,9.0,0.0,2,1,1,41447.86,0,0,0
171,628,27,5.0,95826.49,2,1,0,155996.96,1,0,1
4902,652,30,2.0,176166.56,2,1,1,152210.81,0,0,1
8942,667,37,9.0,71786.9,2,1,1,67734.79,0,0,0
3049,615,32,5.0,0.0,2,1,1,6225.63,0,0,1
6066,502,45,0.0,0.0,1,0,0,84663.21,0,0,1
7679,647,32,9.0,80958.36,1,1,1,128590.73,0,1,1
9367,629,40,9.0,137409.19,1,1,0,175877.7,0,0,0
7574,749,33,1.0,74385.98,1,1,0,20164.47,0,0,0
2514,592,26,4.0,105082.07,2,1,0,132801.57,1,0,0
1124,606,35,5.0,0.0,1,1,0,106837.06,0,1,1
415,626,26,8.0,0.0,2,0,0,191420.71,0,1,1
5819,546,29,5.0,0.0,1,1,1,94823.95,0,0,1
4325,567,45,1.0,157320.51,1,1,0,62193.92,0,1,0
3873,530,37,4.0,0.0,2,1,1,164844.37,0,1,1
4918,717,36,5.0,99472.76,2,1,0,94274.72,0,0,0
2902,691,33,1.0,128306.83,1,1,1,113580.79,0,0,0
592,666,34,9.0,115897.12,1,1,1,25095.03,0,0,0
1237,717,42,5.0,0.0,2,1,0,172665.21,0,0,1
6966,663,22,6.0,0.0,2,0,1,131827.15,0,0,1
4201,668,46,7.0,161806.09,1,1,1,173052.19,1,0,0
8051,605,56,1.0,74129.18,2,1,1,62199.78,1,0,0
7692,634,74,5.0,108891.7,1,1,0,10078.02,1,0,1
8710,678,37,2.0,113383.07,1,1,1,135123.96,1,0,0
6387,513,43,9.0,0.0,2,1,0,152499.8,0,0,0
2893,657,50,9.0,0.0,2,0,0,37171.46,0,0,1
881,679,43,4.0,0.0,3,1,0,115136.51,0,0,0
3708,565,34,7.0,0.0,1,0,0,74593.84,0,0,1
7265,738,38,7.0,0.0,2,0,0,69227.42,0,0,0
4079,583,31,5.0,158978.79,1,1,0,12538.92,0,0,0
4206,604,47,8.0,62094.71,3,0,0,9308.1,0,0,0
3508,426,34,3.0,0.0,2,1,1,61230.83,0,0,0
2628,634,48,2.0,107247.69,1,1,1,103712.05,1,0,1
8571,767,42,2.0,133616.39,1,1,0,28615.8,0,0,0
1461,611,34,4.0,0.0,2,1,0,170950.58,0,1,1
4211,792,47,0.0,0.0,1,1,1,5557.88,0,1,1
4033,632,48,6.0,126066.26,1,1,0,64345.61,1,0,1
9880,584,42,3.0,137479.13,1,1,0,25669.1,1,0,1
198,501,57,10.0,0.0,2,1,1,47847.19,0,0,1
1173,478,36,5.0,92363.3,2,1,0,44912.7,0,1,0
2022,501,24,5.0,130806.42,2,1,0,80241.14,1,0,1
135,589,50,5.0,144895.05,2,1,1,34941.23,1,0,0
5597,670,42,6.0,112333.63,1,1,1,65706.86,0,0,0
5445,451,36,2.0,0.0,2,1,1,180142.42,0,0,0
9822,808,39,5.0,124216.93,1,0,1,171442.36,1,0,1
1916,543,48,1.0,100900.5,1,0,0,33310.72,1,0,1
4618,526,42,1.0,0.0,1,0,1,168486.02,0,0,1
8501,678,29,6.0,0.0,2,1,0,64443.75,0,1,1
3705,612,35,3.0,0.0,1,1,1,48108.72,0,0,0
6682,640,29,5.0,197200.04,2,1,0,141453.62,0,1,1
6779,535,38,2.0,119272.29,1,0,0,195896.59,0,0,1
2488,645,21,1.0,0.0,2,0,0,28726.07,0,1,0
8047,734,33,5.0,121898.58,1,1,0,61829.89,1,0,1
6201,612,41,5.0,0.0,3,0,0,151256.22,0,0,1
9016,577,31,6.0,0.0,1,1,1,196395.25,0,1,1
1364,850,39,3.0,124548.99,2,1,1,120380.12,1,0,1
4419,587,32,3.0,125445.04,2,1,1,130514.78,1,0,0
421,586,38,2.0,0.0,2,1,0,87168.46,0,0,0
5834,793,32,2.0,0.0,2,1,0,193817.63,0,0,1
4400,766,34,6.0,106434.94,1,0,1,137995.66,1,0,0
783,571,35,8.0,0.0,2,0,0,84569.13,0,0,0
3959,663,49,7.0,116150.65,3,1,1,84358.71,1,0,1
7191,501,42,9.0,114631.23,1,0,1,91429.74,0,0,1
3421,593,39,0.0,117704.73,1,1,0,197933.5,0,0,0
9601,659,33,7.0,89939.62,1,1,0,136540.09,0,0,0
8752,574,30,5.0,120355.0,1,1,0,137793.35,0,1,1
6317,450,29,7.0,117199.8,1,1,1,43480.63,0,0,1
3743,655,32,6.0,130935.56,1,1,0,9241.83,1,0,0
5337,815,57,5.0,0.0,3,0,0,38941.44,0,1,0
3652,542,34,8.0,101116.06,1,1,0,196395.05,0,0,1
564,689,38,6.0,121021.05,1,1,1,12182.15,0,1,0
2172,661,35,2.0,117212.18,1,1,1,83052.03,1,0,1
931,564,41,5.0,103522.75,2,1,1,34338.21,1,0,1
6127,759,33,2.0,0.0,2,1,0,56583.88,0,0,0
9468,613,45,5.0,142765.24,2,1,0,34749.65,1,0,0
8014,731,39,2.0,126816.18,1,1,1,74850.93,0,1,0
3332,735,31,3.0,119558.35,1,0,0,72927.68,0,0,1
8206,580,34,6.0,0.0,2,1,1,160095.31,0,0,1
4855,490,33,5.0,96341.0,2,0,0,108313.34,1,0,1
8073,777,34,5.0,96693.66,1,1,1,172618.52,1,0,0
649,652,38,6.0,0.0,2,1,1,145700.22,0,0,1
1217,505,29,3.0,145541.56,2,1,1,58019.95,1,0,1
743,611,49,2.0,88915.37,3,0,0,161435.02,0,0,0
2338,537,37,3.0,0.0,2,1,1,20603.32,0,0,1
5892,588,35,3.0,104356.38,1,1,0,94498.82,1,0,1
7896,635,41,1.0,0.0,2,1,0,175611.5,0,1,1
2788,540,39,1.0,82531.11,1,1,0,114092.52,1,0,1
1193,363,28,6.0,146098.43,3,1,0,100615.14,0,1,0
6695,646,33,2.0,0.0,2,0,0,198208.0,0,0,0
5931,656,46,7.0,141535.52,1,1,0,50595.15,1,0,0
3438,445,30,3.0,0.0,2,1,1,127939.19,0,0,0
837,686,56,5.0,111642.08,1,1,1,80553.87,1,0,0
7903,567,34,10.0,0.0,2,0,1,161571.79,0,1,1
8815,637,43,1.0,135645.29,2,0,1,101382.86,1,0,1
3639,680,48,8.0,115115.38,1,1,0,139558.6,1,0,0
5747,542,34,8.0,108653.93,1,0,1,144725.14,0,1,1
470,631,27,10.0,134169.62,1,1,1,176730.02,0,1,1
9362,684,35,3.0,137179.39,1,1,1,37264.11,0,0,1
